序号,标题,链接,创建时间,状态,标签
2258,It would be nice if the Python API would use the 'new style' python object,https://github.com/MonetDB/MonetDB/issues/3104,2020-11-30T12:11:18Z,CLOSED,['bug']
2259,Leaking using Python,https://github.com/MonetDB/MonetDB/issues/3105,2020-11-30T12:11:20Z,CLOSED,['bug']
2260,"M5: ""De-Mx a bunch of files"" makes 3 tests fail",https://github.com/MonetDB/MonetDB/issues/3106,2020-11-30T12:11:22Z,CLOSED,['bug']
2261,concurrent connections to the same stopped database yield in multiple mserver5 starts by monetdbd,https://github.com/MonetDB/MonetDB/issues/3107,2020-11-30T12:11:26Z,CLOSED,['bug']
2262,mclient autocommit mode switch does not switch autocommit mode off.,https://github.com/MonetDB/MonetDB/issues/3108,2020-11-30T12:11:29Z,CLOSED,['bug']
2263,Wrong order in autoload mal script causes warning on startup,https://github.com/MonetDB/MonetDB/issues/3109,2020-11-30T12:11:31Z,CLOSED,['bug']
2264,"memory leak, monetdb set/get command",https://github.com/MonetDB/MonetDB/issues/3111,2020-11-30T12:11:36Z,CLOSED,['bug']
2265,Median over temporal domains,https://github.com/MonetDB/MonetDB/issues/3112,2020-11-30T12:11:39Z,CLOSED,['bug']
2266,Cannot set value of indexed column when doing UPDATE,https://github.com/MonetDB/MonetDB/issues/3113,2020-11-30T12:11:41Z,CLOSED,['bug']
2267,Foreign Key prblems,https://github.com/MonetDB/MonetDB/issues/3114,2020-11-30T12:11:44Z,CLOSED,['bug']
2268,Segfault in SQL,https://github.com/MonetDB/MonetDB/issues/3116,2020-11-30T12:11:49Z,CLOSED,['bug']
2269,test sql/test/BugTracker-2011/Tests/history.Bug-2909.sql produces extra profiling output since changeset 817328b74e2f,https://github.com/MonetDB/MonetDB/issues/3117,2020-11-30T12:11:51Z,CLOSED,['bug']
2270,Adding an additional constraint to the where clause actually REDUCES performance (by orders of magnitude),https://github.com/MonetDB/MonetDB/issues/3118,2020-11-30T12:11:54Z,CLOSED,['bug']
2271,MonetConnection$ResultSetResponse throws java.lang.ArithmeticException: divide by zero,https://github.com/MonetDB/MonetDB/issues/3119,2020-11-30T12:12:00Z,CLOSED,['bug']
2272,not authorized to access streams documentation,https://github.com/MonetDB/MonetDB/issues/3120,2020-11-30T12:12:03Z,CLOSED,['bug']
2273,cpu affinity calls are Linux specific,https://github.com/MonetDB/MonetDB/issues/3122,2020-11-30T12:12:09Z,CLOSED,['bug']
2274,Geom tests fail multi-threaded (only) since changeset 95370bb07d9f,https://github.com/MonetDB/MonetDB/issues/3123,2020-11-30T12:12:12Z,CLOSED,['bug']
2275,insert into table with two foreign keys crashes mserver5,https://github.com/MonetDB/MonetDB/issues/3124,2020-11-30T12:12:15Z,CLOSED,['bug']
2276,Python tests fail after recent Python API changes,https://github.com/MonetDB/MonetDB/issues/3125,2020-11-30T12:12:17Z,CLOSED,['bug']
2277,"sql_xml test asserts since changeset 95370bb07d9f ""Iterator semantics changes"" only multi-threaded",https://github.com/MonetDB/MonetDB/issues/3126,2020-11-30T12:12:20Z,CLOSED,['bug']
2278,"modulechk test fails since introduced with changeset 95370bb07d9f ""Iterator semantics changes""",https://github.com/MonetDB/MonetDB/issues/3127,2020-11-30T12:12:23Z,CLOSED,['bug']
2279,"gdkTests.void fails since changeset 657e04cdaf74 with ""can not find element""",https://github.com/MonetDB/MonetDB/issues/3128,2020-11-30T12:12:26Z,CLOSED,['bug']
2280,"testdb-dump test fails with ""can not find element"", only when multi-threaded",https://github.com/MonetDB/MonetDB/issues/3129,2020-11-30T12:12:28Z,CLOSED,['bug']
2281,"new ""xid"" module breaks compilation & portability",https://github.com/MonetDB/MonetDB/issues/3130,2020-11-30T12:12:31Z,CLOSED,['bug']
2282,"test ""xidlist"": Assertion `!b->H->revsorted || cmp >= 0' failed.",https://github.com/MonetDB/MonetDB/issues/3131,2020-11-30T12:12:33Z,CLOSED,['bug']
2283,test/BugTracker-2011/func_iter_vs_bulk.Bug-2826 fails,https://github.com/MonetDB/MonetDB/issues/3132,2020-11-30T12:12:35Z,CLOSED,['bug']
2284,Database gets killed by timeout during startup,https://github.com/MonetDB/MonetDB/issues/3134,2020-11-30T12:12:43Z,CLOSED,['bug']
2285,monetdbd crash while creating & loading database,https://github.com/MonetDB/MonetDB/issues/3135,2020-11-30T12:12:45Z,CLOSED,['bug']
2286,Memleak (in querycache?) while querying,https://github.com/MonetDB/MonetDB/issues/3136,2020-11-30T12:12:48Z,CLOSED,['bug']
2287,Not equal evaluation does not work,https://github.com/MonetDB/MonetDB/issues/3139,2020-11-30T12:12:56Z,CLOSED,['bug']
2288,Type resolution error in SQL procedural code,https://github.com/MonetDB/MonetDB/issues/3143,2020-11-30T12:13:07Z,CLOSED,['bug']
2289,Memleak when connecting to a database (mclient and mapi),https://github.com/MonetDB/MonetDB/issues/3144,2020-11-30T12:13:11Z,CLOSED,['bug']
2290,mclient error when enabling history,https://github.com/MonetDB/MonetDB/issues/3145,2020-11-30T12:13:14Z,CLOSED,['bug']
2291,join03 test fails since ae7958b81646,https://github.com/MonetDB/MonetDB/issues/3149,2020-11-30T12:13:25Z,CLOSED,['bug']
2292,Multiple string equality tests fail to match (Test_JdbcClient),https://github.com/MonetDB/MonetDB/issues/3150,2020-11-30T12:13:27Z,CLOSED,['bug']
2293,After repeatedly creating and populating a table the server crashes with a message of 'pointer being freed was not allocated',https://github.com/MonetDB/MonetDB/issues/3151,2020-11-30T12:13:30Z,CLOSED,['bug']
2294,mserver5: gdk_heap.c:477: GDKupgradevarheap: Assertion `c->heap.parentid == 0' failed,https://github.com/MonetDB/MonetDB/issues/3152,2020-11-30T12:13:33Z,CLOSED,['bug']
2295,BugTracker-2009/reorder.SF-2770608 fails since leftfetchjoin changes,https://github.com/MonetDB/MonetDB/issues/3154,2020-11-30T12:13:41Z,CLOSED,['bug']
2296,Provide an option for setting discovery to false,https://github.com/MonetDB/MonetDB/issues/3155,2020-11-30T12:13:43Z,CLOSED,['bug']
2297,setObject() using wrong data type,https://github.com/MonetDB/MonetDB/issues/3158,2020-11-30T12:13:53Z,CLOSED,['bug']
2298,"invalid tuple received from server, got 138 columns, expected 476, ignoring",https://github.com/MonetDB/MonetDB/issues/3161,2020-11-30T12:14:01Z,CLOSED,['bug']
2299,mserver5 crashes with large number of concurrent clients,https://github.com/MonetDB/MonetDB/issues/3163,2020-11-30T12:14:08Z,CLOSED,['bug']
2300,Database connect failed: Unsupported password hash: RIPEMD160,https://github.com/MonetDB/MonetDB/issues/3164,2020-11-30T12:14:12Z,CLOSED,['bug']
2301,crash when insert varchar/char/clob with default NULL,https://github.com/MonetDB/MonetDB/issues/3168,2020-11-30T12:14:24Z,CLOSED,['bug']
2302,php driver uses call-time pass-by-reference,https://github.com/MonetDB/MonetDB/issues/3169,2020-11-30T12:14:26Z,CLOSED,['bug']
2303,storage cost calculator (changeset 523120729e8d) makes 28 tests fail,https://github.com/MonetDB/MonetDB/issues/3171,2020-11-30T12:14:31Z,CLOSED,['bug']
2304,assertion fails on table function with subselects as parameters,https://github.com/MonetDB/MonetDB/issues/3172,2020-11-30T12:14:34Z,CLOSED,['bug']
2305,SQL queries with limit and offset clauses are unable to use bind parameters for either,https://github.com/MonetDB/MonetDB/issues/3173,2020-11-30T12:14:36Z,CLOSED,['bug']
2306,Same query and different results,https://github.com/MonetDB/MonetDB/issues/3176,2020-11-30T12:14:44Z,CLOSED,['bug']
2307,changeset:   45833:c70a21e6200e failed to compile on ubuntu natty when cc1: warnings being treated as errors,https://github.com/MonetDB/MonetDB/issues/3177,2020-11-30T12:14:48Z,CLOSED,['bug']
2308,LIKE: batstr.like+algebra.uselect called instead of pcre.like_filter,https://github.com/MonetDB/MonetDB/issues/3179,2020-11-30T12:14:53Z,CLOSED,['bug']
2309,Join query returns zero results when there is an index on the tables,https://github.com/MonetDB/MonetDB/issues/3181,2020-11-30T12:14:59Z,CLOSED,['bug']
2310,"When using aggregate SQL functions, precision & decimal metadata for numeric/decimal type returned is 0,0",https://github.com/MonetDB/MonetDB/issues/3182,2020-11-30T12:15:03Z,CLOSED,['bug']
2311,A database downgrade should be impossible,https://github.com/MonetDB/MonetDB/issues/3183,2020-11-30T12:15:05Z,CLOSED,['bug']
2312,MonetDB memory keeps on increasing and will result in crash when a lot of queries are sent to monetdb from a single connection,https://github.com/MonetDB/MonetDB/issues/3184,2020-11-30T12:15:07Z,CLOSED,['bug']
2313,inconsistency between documentation and implementation of command line options,https://github.com/MonetDB/MonetDB/issues/3185,2020-11-30T12:15:10Z,CLOSED,['bug']
2314,case evaluted to early,https://github.com/MonetDB/MonetDB/issues/3186,2020-11-30T12:15:13Z,CLOSED,['bug']
2315,Storage of client history,https://github.com/MonetDB/MonetDB/issues/3188,2020-11-30T12:15:17Z,CLOSED,['bug']
2316,"When subtracting two columns of type ""timestamp"", no results are returned",https://github.com/MonetDB/MonetDB/issues/3190,2020-11-30T12:15:22Z,CLOSED,['bug']
2317,rel_optimizer.c:5596: _rel_optimizer: Assertion `0' failed.,https://github.com/MonetDB/MonetDB/issues/3191,2020-11-30T12:15:25Z,CLOSED,['bug']
2318,"""No such column with index"" error if CASE in SELECT clause",https://github.com/MonetDB/MonetDB/issues/3192,2020-11-30T12:15:28Z,CLOSED,['bug']
2319,Expressions not supported in the GROUP BY or ORDER BY clause.,https://github.com/MonetDB/MonetDB/issues/3193,2020-11-30T12:15:31Z,CLOSED,['bug']
2320,Monetdbd crashes when stethoscope / tomograph is attached,https://github.com/MonetDB/MonetDB/issues/3195,2020-11-30T12:15:36Z,CLOSED,['bug']
2321,403 on VOC_dump.sql.gz /bz2,https://github.com/MonetDB/MonetDB/issues/3196,2020-11-30T12:15:39Z,CLOSED,['bug']
2322,"SIGSEGV insert_string_bat (b=0x7fffe419d0a0, n=0x7fffc4006010, append=0) at gdk_batop.c:196",https://github.com/MonetDB/MonetDB/issues/3198,2020-11-30T12:15:43Z,CLOSED,['bug']
2323,"Inconspicuous sequence of prepare, execute, commit and close produces error",https://github.com/MonetDB/MonetDB/issues/3199,2020-11-30T12:15:46Z,CLOSED,['bug']
2324,"Inet datatype handling inconsistent between int, cast( as inet) and string",https://github.com/MonetDB/MonetDB/issues/3205,2020-11-30T12:16:02Z,CLOSED,['bug']
2325,modules/mal/tokenizer00 fails since 45693:146b0a7a1b66,https://github.com/MonetDB/MonetDB/issues/3206,2020-11-30T12:16:05Z,CLOSED,['bug']
2326,Python installation directory mismatch on Ubuntu (PYTHONX_LIBDIR is wrong),https://github.com/MonetDB/MonetDB/issues/3207,2020-11-30T12:16:07Z,CLOSED,['bug']
2327,Unable to execute prepared statements with a large number of arguments,https://github.com/MonetDB/MonetDB/issues/3208,2020-11-30T12:16:10Z,CLOSED,['bug']
2328,exp_bin: Assertion `0' failed,https://github.com/MonetDB/MonetDB/issues/3209,2020-11-30T12:16:13Z,CLOSED,['bug']
2329,Unexpected concurrency conflict when inserting to 2 tables simultaneously and querying one of them,https://github.com/MonetDB/MonetDB/issues/3210,2020-11-30T12:16:15Z,CLOSED,['bug']
2330,Query cache does not work properly,https://github.com/MonetDB/MonetDB/issues/3212,2020-11-30T12:16:20Z,CLOSED,['bug']
2331,"changeset 98e4b2ac3e5c causes double-free's, crashes and timeouts in multi-threaded mode",https://github.com/MonetDB/MonetDB/issues/3214,2020-11-30T12:16:26Z,CLOSED,['bug']
2332,Calculation Date function using interval and year,https://github.com/MonetDB/MonetDB/issues/3215,2020-11-30T12:16:28Z,CLOSED,['bug']
2333,"""unknown property"" error setting format and width in .monetdb file",https://github.com/MonetDB/MonetDB/issues/3216,2020-11-30T12:16:31Z,CLOSED,['bug']
2334,"Selections ""<0"", "">0"", ""<>0"" on float & double fail with Intel's icc on Linux",https://github.com/MonetDB/MonetDB/issues/3220,2020-11-30T12:16:40Z,CLOSED,['bug']
2335,can no execute large statements,https://github.com/MonetDB/MonetDB/issues/3221,2020-11-30T12:16:43Z,CLOSED,['bug']
2336,Monet DB giving wrong value from a table when a value is queried after insertion/ Data Loss,https://github.com/MonetDB/MonetDB/issues/3222,2020-11-30T12:16:45Z,CLOSED,['bug']
2337,Need info : How to enable  rolling log file in monetdb,https://github.com/MonetDB/MonetDB/issues/3224,2020-11-30T12:16:51Z,CLOSED,['bug']
2338,mserver segfault on select,https://github.com/MonetDB/MonetDB/issues/3225,2020-11-30T12:16:54Z,CLOSED,['bug']
2339,"M5/mal tests tst1012, tst1014, tst601 hang with assertions enabled since recent (Fri, Jan 25 2013) checkins",https://github.com/MonetDB/MonetDB/issues/3226,2020-11-30T12:16:57Z,CLOSED,['bug']
2340,MT_set_lock() call on an non-initialized lock,https://github.com/MonetDB/MonetDB/issues/3227,2020-11-30T12:16:59Z,CLOSED,['bug']
2341,Python client - mapi.Connection.__getbyes should throw exception when 0 bytes received from socket,https://github.com/MonetDB/MonetDB/issues/3228,2020-11-30T12:17:01Z,CLOSED,['bug']
2342,GRANT does not work for UPDATE,https://github.com/MonetDB/MonetDB/issues/3229,2020-11-30T12:17:04Z,CLOSED,['bug']
2343,GRANT SELECT priveleges not set in SQL FUNCTIONs,https://github.com/MonetDB/MonetDB/issues/3230,2020-11-30T12:17:07Z,CLOSED,['bug']
2344,Test python3_test_monetdb_sql failing with Feb2013 & default,https://github.com/MonetDB/MonetDB/issues/3231,2020-11-30T12:17:10Z,CLOSED,['bug']
2345,The function weekofyear returns results not according to the iso 8601 standard,https://github.com/MonetDB/MonetDB/issues/3232,2020-11-30T12:17:12Z,CLOSED,['bug']
2346,getting a crash of server with segmentation fault on SLES 11 64 SP2,https://github.com/MonetDB/MonetDB/issues/3233,2020-11-30T12:17:15Z,CLOSED,['bug']
2347,Windows Networked Drive Issue with COPY INTO,https://github.com/MonetDB/MonetDB/issues/3234,2020-11-30T12:17:19Z,CLOSED,['bug']
2348,MapiPP.pm unquote '0' as 'undef',https://github.com/MonetDB/MonetDB/issues/3235,2020-11-30T12:17:24Z,CLOSED,['bug']
2349,mclient \d produces no output,https://github.com/MonetDB/MonetDB/issues/3236,2020-11-30T12:17:27Z,CLOSED,['bug']
2350,Assertion on BATgroup_internal,https://github.com/MonetDB/MonetDB/issues/3237,2020-11-30T12:17:29Z,CLOSED,['bug']
2351,Optimise option is not optimising,https://github.com/MonetDB/MonetDB/issues/3238,2020-11-30T12:17:33Z,CLOSED,['bug']
2352,SEGFAULT on string processing when using optimizer.reduce(),https://github.com/MonetDB/MonetDB/issues/3241,2020-11-30T12:17:40Z,CLOSED,['bug']
2353,Segmentation fault (possible data corruption) after clean shutdown,https://github.com/MonetDB/MonetDB/issues/3243,2020-11-30T12:17:46Z,CLOSED,['bug']
2354,SELECT from a view of a view,https://github.com/MonetDB/MonetDB/issues/3245,2020-11-30T12:17:50Z,CLOSED,['bug']
2355,"When DBVisualizar connect server by JDBC, server  stoped immediately",https://github.com/MonetDB/MonetDB/issues/3248,2020-11-30T12:17:59Z,CLOSED,['bug']
2356,INSERT INTO ... SELECT * FROM ... OFFSET X seems to leave destination table in an inconsistent state,https://github.com/MonetDB/MonetDB/issues/3249,2020-11-30T12:18:01Z,CLOSED,['bug']
2357,SELECT fails with subquery result missing when adding condition,https://github.com/MonetDB/MonetDB/issues/3250,2020-11-30T12:18:04Z,CLOSED,['bug']
2358,Name of coercions optimizer wrong in opt_wrapper.c,https://github.com/MonetDB/MonetDB/issues/3251,2020-11-30T12:29:51Z,CLOSED,['bug']
2359,Test sql/test/Dump/Tests/reload.SQL.py fails after recent checkins,https://github.com/MonetDB/MonetDB/issues/3253,2020-11-30T12:29:56Z,CLOSED,['bug']
2360,test sql/test/concurrent/Tests/crash_on_concurrent_use.SF-1411926.SQL.py fails after recent checkins,https://github.com/MonetDB/MonetDB/issues/3254,2020-11-30T12:29:59Z,CLOSED,['bug']
2361,M5 tests inlineFunction & ifthencst fail since changeset 207ed7d7e03a,https://github.com/MonetDB/MonetDB/issues/3255,2020-11-30T12:30:02Z,CLOSED,['bug']
2362,M5 tests monetdb5/optimizer/Tests/tst4631.mal & monetdb5/optimizer/Tests/common.mal fail after changeset 2663022e4670,https://github.com/MonetDB/MonetDB/issues/3256,2020-11-30T12:30:04Z,CLOSED,['bug']
2363,stddev_pop and stddev_samp break during a GROUP BY,https://github.com/MonetDB/MonetDB/issues/3257,2020-11-30T12:30:07Z,CLOSED,['bug']
2364,Scheduling issues,https://github.com/MonetDB/MonetDB/issues/3258,2020-11-30T12:30:09Z,CLOSED,['bug']
2365,BETWEEN clause not producing rangejoin,https://github.com/MonetDB/MonetDB/issues/3259,2020-11-30T12:30:12Z,CLOSED,['bug']
2366,Broken MAL Modules Links,https://github.com/MonetDB/MonetDB/issues/3260,2020-11-30T12:30:15Z,CLOSED,['bug']
2367,Incorrect empty string values in query results,https://github.com/MonetDB/MonetDB/issues/3261,2020-11-30T12:30:17Z,CLOSED,['bug']
2368,"changeset 2c634aabaff8 makes tests fail, abort, segfault",https://github.com/MonetDB/MonetDB/issues/3262,2020-11-30T12:30:20Z,CLOSED,['bug']
2369,select + group by expression alias from a view kills database by signal SIGSEGV,https://github.com/MonetDB/MonetDB/issues/3264,2020-11-30T12:30:25Z,CLOSED,['bug']
2370,import decimal with copy into fails,https://github.com/MonetDB/MonetDB/issues/3265,2020-11-30T12:30:28Z,CLOSED,['bug']
2371,"DROP USER ""fails"" with DROP ROLE: no such role",https://github.com/MonetDB/MonetDB/issues/3266,2020-11-30T12:30:31Z,CLOSED,['bug']
2372,copy into results into gdk_utils.c:728: GDKfree_: Assertion `(size & 2) == 0' failed.,https://github.com/MonetDB/MonetDB/issues/3269,2020-11-30T12:30:39Z,CLOSED,['bug']
2373,manpages on MonetDB web site are outdated,https://github.com/MonetDB/MonetDB/issues/3270,2020-11-30T12:30:41Z,CLOSED,['bug']
2374,Segmentation fault in strPut () from /usr/lib64/libbat.so.9,https://github.com/MonetDB/MonetDB/issues/3272,2020-11-30T12:30:46Z,CLOSED,['bug']
