序号,MySQL中ID,链接,创建日期,最近更新,类型,状态,严重性,版本,操作系统,CPU架构,摘要
121,115783,https://bugs.mysql.com/bug.php?id=115783,2024-08-06 12:38:00,2025-03-26 20:50:00,MySQL Server: Connection Handling,Closed(181 days),S3,"8.4, 9.2.0",Any,Any,Valgrind error on test_services suite tests
122,115712,https://bugs.mysql.com/bug.php?id=115712,2024-07-29 08:58:00,2024-08-05 12:23:00,MySQL Server: Compiling,Closed(414 days),S3,"8.0.39, 8.4, 9.0",Any,Any,Assignment from a local empty SQL_I_list got an illegal object
123,115710,https://bugs.mysql.com/bug.php?id=115710,2024-07-29 05:30:00,2024-08-12 19:29:00,Connector / ODBC,Closed(407 days),S3,9.0.0.0,Windows (Windows 10 Enterprise Version:10.0.19045),Other (AMD64),Access violation writing location 0x0000000000000320 while opening connection
124,115706,https://bugs.mysql.com/bug.php?id=115706,2024-07-28 08:39:00,2025-03-17 19:57:00,MySQL Server: Command-line Clients,Closed(197 days),S3,8.4,Any,Any,use database doesn't work
125,115703,https://bugs.mysql.com/bug.php?id=115703,2024-07-27 11:55:00,2024-09-16 11:20:00,MySQL Server: C API (client library),Closed(376 days),S2,8.0,Any,Any,Asynchronous interface uses unsafe static local variables to (re-)store state
126,115696,https://bugs.mysql.com/bug.php?id=115696,2024-07-26 06:35:00,2024-10-01 16:11:00,MySQL Server: Parser,Closed(357 days),S3,"8.0.39, 8.4.2, 9.0.1",Any,Any,MySQL reports a error when group by has a lateral subquery.
127,115637,https://bugs.mysql.com/bug.php?id=115637,2024-07-18 09:07:00,2024-08-19 05:08:00,MySQL Workbench,Closed(400 days),S3,8.0.38,Windows,Any,parameter not valid
128,115629,https://bugs.mysql.com/bug.php?id=115629,2024-07-17 12:23:00,2025-03-13 16:53:00,MySQL Server: DDL,Closed(194 days),S1,8.0.28,Any,Any,Upgrading from 8.0.20 to 8.0.28 corrupts a db table with a check constraint
129,115619,https://bugs.mysql.com/bug.php?id=115619,2024-07-17 06:11:00,2025-05-01 17:38:00,MySQL Server: Options,Closed(145 days),S3,9.0.0,Ubuntu (22.04),x86 (x86_64),Invalid variable error on restart
130,115608,https://bugs.mysql.com/bug.php?id=115608,2024-07-16 13:10:00,2025-03-03 17:12:00,MySQL Server: InnoDB storage engine,Closed(250 days),S2,8.0,Any,Any,Inplace ALTER TABLE might cause lost rows if concurrent purge
131,115597,https://bugs.mysql.com/bug.php?id=115597,2024-07-15 16:46:00,2024-11-15 10:45:00,MySQL Server: Optimizer,Closed(313 days),S2,9.0,Any,Any,Window function applied to BIT column produces non-BIT type
132,115586,https://bugs.mysql.com/bug.php?id=115586,2024-07-15 03:36:00,2024-12-06 16:18:00,Connector / J,Closed(291 days),S1,8.4.0,Windows (windows 11),x86 (13th Gen Intel(R) Core(TM) i7-13700H   2.40 GHz),"When upgrading to mysql connetor/j-8.4.0, creating a connection becomes too slow"
133,115584,https://bugs.mysql.com/bug.php?id=115584,2024-07-13 12:04:00,2024-08-13 19:17:00,Connector / ODBC,Closed(406 days),S2,"8.4, 9.0",Windows (Win64),x86,Issues with bound parameters
134,115554,https://bugs.mysql.com/bug.php?id=115554,2024-07-10 10:20:00,2024-07-10 12:22:00,Shell Dump & Load,Closed(440 days),S3,8.4.0/8.4.1,Red Hat (Rocky linux 9.4),x86 (2678),Using util.copy to copy between different hosts encountered an error.
135,115535,https://bugs.mysql.com/bug.php?id=115535,2024-07-07 21:24:00,2024-08-20 22:35:00,MySQL Server: Packaging,Closed(405 days),S3,9.0.0,SUSE (15 SP6),Any,Update build platform for openSUSE 15 RPMS to openSUSE 15.6
136,115531,https://bugs.mysql.com/bug.php?id=115531,2024-07-07 15:12:00,2024-07-19 22:41:00,Connector / ODBC,Closed(431 days),S2,"8.4, 9.0",Windows (64-bit),x86,Bound parameter queries fail with MySQL 5.7 server
137,115511,https://bugs.mysql.com/bug.php?id=115511,2024-07-04 11:46:00,2025-03-03 17:11:00,MySQL Server: InnoDB storage engine,Closed(250 days),S3,8.0,Any,Any,Inplace ALTER TABLE might fail with duplicate key error if concurrent insertions
138,115484,https://bugs.mysql.com/bug.php?id=115484,2024-07-02 07:21:00,2024-09-16 09:23:00,MySQL Server: Compiling,Closed(392 days),S3,9.0.0,Any,Any,Missing BuildRequires for gcc-toolset-12 in mysql.spec.in for 9.0.0+
139,115482,https://bugs.mysql.com/bug.php?id=115482,2024-07-02 04:32:00,2024-07-19 00:07:00,MySQL Server: Optimizer,Closed(431 days),S3,"8.0.38, 8.4.1, 9.0.0",MacOS (14.5),ARM,Test main.window_jsonaggs failing
140,115476,https://bugs.mysql.com/bug.php?id=115476,2024-07-01 16:22:00,2024-10-03 08:57:00,MySQL Server: Optimizer,Closed(355 days),S3,8.0,Any,Any,BIT query wrong result
141,115475,https://bugs.mysql.com/bug.php?id=115475,2024-07-01 15:52:00,2024-07-09 06:17:00,Connector / J,Closed(441 days),S5,8.0.33,Any,Any,CPU spike when we use mysql-connector-java version 8.0.33 with Mysql DB 5.7
142,115472,https://bugs.mysql.com/bug.php?id=115472,2024-07-01 05:06:00,2025-01-14 19:40:00,Connector / C++,Closed(252 days),S3,9.0.0,Fedora (Fedora 40),Any,Upgrading with DNF/RPM from 8.4.0 fails due to conflict
143,115465,https://bugs.mysql.com/bug.php?id=115465,2024-06-30 02:35:00,2024-07-05 08:13:00,Connector / C++,Closed(449 days),S5,8,Any,Any,Not allowing move semantic on variadic template arguments
144,115457,https://bugs.mysql.com/bug.php?id=115457,2024-06-28 14:42:00,2025-01-17 11:53:00,MySQL Server: InnoDB storage engine,Closed(250 days),S3,8.0,Any,Any,rename of a column in multi-column foreign key returns ERROR 1146 (42S02)
145,115448,https://bugs.mysql.com/bug.php?id=115448,2024-06-27 11:38:00,2024-06-27 12:27:00,MySQL Server,Closed(453 days),S3,8.0.37,Any,Any,Unexpected Error
146,115437,https://bugs.mysql.com/bug.php?id=115437,2024-06-26 18:17:00,2025-04-29 19:24:00,MySQL Server: Parser,Closed(147 days),S3,8.0,Any,Any,Query rewrite plugin not working
147,115424,https://bugs.mysql.com/bug.php?id=115424,2024-06-25 07:55:00,2024-06-25 10:17:00,MySQL Server: DDL,Closed(455 days),S3,8.0,Any,Any,Table created by the CREATE TABLE statement does not match the table definition
148,115421,https://bugs.mysql.com/bug.php?id=115421,2024-06-24 23:07:00,2024-06-28 10:42:00,MySQL Server: Compiling,Closed(452 days),S3,"8.2, 8.3, 8.4",MacOS (any),Any,cmake files hard coded to homebrew on macOS/Apple platforms
149,115418,https://bugs.mysql.com/bug.php?id=115418,2024-06-24 12:38:00,2024-09-13 18:39:00,Connector / Python,Closed(375 days),S3,"8.3.0, 8.4.0",Debian (8),x86,python mysql connector 8.3.0 raise %-.100s:%u when input a wrong host
150,115416,https://bugs.mysql.com/bug.php?id=115416,2024-06-24 11:05:00,2024-09-27 19:00:00,MySQL Server: InnoDB storage engine,Closed(361 days),S3,8.0.37,Any,Any,MTR TEST innodb.parallel_read_kill FAILING IN MYSQL 8.0.37
151,115399,https://bugs.mysql.com/bug.php?id=115399,2024-06-21 03:40:00,2024-10-30 01:35:00,MySQL Server: InnoDB storage engine,Closed(328 days),S5,"8.x, 8.0.37, 8.4.0",Any,Any,performance deterioration caused by incorrect cpu usage statistics
152,115363,https://bugs.mysql.com/bug.php?id=115363,2024-06-17 16:58:00,2024-07-24 08:45:00,MySQL Server: Packaging,Closed(427 days),S3,,Any,Any,Contribution: Fix typo in deb package description
153,115294,https://bugs.mysql.com/bug.php?id=115294,2024-06-12 09:35:00,2024-06-12 10:37:00,MySQL Server: Partitions,Closed(468 days),S3,"5.7+,8.0.35",CentOS,Any,partition table's io wait summary not correct in PERFORMANCE_SCHEMA
154,115287,https://bugs.mysql.com/bug.php?id=115287,2024-06-11 20:55:00,2024-06-12 11:39:00,MySQL Package Repos,Closed(468 days),S3,"8.0.37, 8.4.0",CentOS (7),Any,Wrong GPG key for el7 repository
155,115265,https://bugs.mysql.com/bug.php?id=115265,2024-06-10 11:35:00,2024-10-07 21:00:00,Connector / J,Closed(351 days),S3,"8.4.0,8.1.0",Any,Any,Second stored procedure call with cacheCallableStmts might fail
156,115229,https://bugs.mysql.com/bug.php?id=115229,2024-06-05 12:29:00,2024-09-30 08:53:00,MySQL Server: InnoDB storage engine,Closed(361 days),S3,8.4.0,Any,Any,pwrite(buf) points to uninitialised byte(s) in os_fusionio_get_sector_size()
157,115165,https://bugs.mysql.com/bug.php?id=115165,2024-05-29 14:23:00,2025-03-20 21:20:00,MySQL Server: Compiling,Closed(187 days),S3,8.0,Any,Any,"Contribution: Fix incorrect number of seconds in a day (86400, not 84600)"
158,115163,https://bugs.mysql.com/bug.php?id=115163,2024-05-29 13:42:00,2024-08-05 09:59:00,MySQL Server: Compiling,Closed(415 days),S3,,Any,Any,Contribution: Build failure with Protobuf 22+ in Linux
159,115162,https://bugs.mysql.com/bug.php?id=115162,2024-05-29 13:01:00,2024-09-18 09:06:00,MySQL Server: Group Replication,Closed(371 days),S2,8.0,Any,Any,Potential Memory Leak in file `xcom\network\xcom_network_provider_native_lib.cc`
160,115082,https://bugs.mysql.com/bug.php?id=115082,2024-05-22 12:50:00,2024-12-17 23:46:00,Connector / Python,Closed(280 days),S2,8.4.0,Any,Any,connection_cext has a memory leak in the python mysql-connector
161,115048,https://bugs.mysql.com/bug.php?id=115048,2024-05-17 07:18:00,2025-06-17 06:25:00,Connector / ODBC,Closed(98 days),S1,8.4.0,CentOS (9),x86,Inserting with a paramset (SQL_ATTR_PARAMSET_SIZE) fails
162,115041,https://bugs.mysql.com/bug.php?id=115041,2024-05-16 12:56:00,2024-07-02 19:29:00,MySQL Server: InnoDB storage engine,Closed(481 days),S3,8.0.37,Any,Any,Unused heap in function Validate_files::check
163,115035,https://bugs.mysql.com/bug.php?id=115035,2024-05-16 10:46:00,2024-06-17 17:17:00,MySQL Server: DML,Closed(463 days),S2,"8.0.34, 8.3",Any,Any,View with ORDER BY misses a row
164,115033,https://bugs.mysql.com/bug.php?id=115033,2024-05-16 09:12:00,2024-07-19 14:43:00,Shell Dump & Load,Closed(431 days),S3,8.0.37,Red Hat (4.18.0-513.24.1.el8_9.x86_64),x86,Running util.debug.collectDiagnostics w/ schemaStats:true get MySQL Error 1242
165,115020,https://bugs.mysql.com/bug.php?id=115020,2024-05-15 20:34:00,2024-12-19 01:40:00,Connector / NET,Closed(278 days),S3,8.4.0,Any,Any,Contribution: Fix: MySQLUpdateSqlGenerator to inherit UpdateAndSelectSqlGen ...
166,114988,https://bugs.mysql.com/bug.php?id=114988,2024-05-13 17:02:00,2025-02-17 11:24:00,MySQL Server,Closed(218 days),S3,8.0.36,Fedora,x86,WHERE ({date} < zeroDate OR zeroDate is NULL) is incorrect in MySQL 8
167,114985,https://bugs.mysql.com/bug.php?id=114985,2024-05-13 13:15:00,2024-07-02 19:43:00,Connector / Python,Closed(468 days),S3,8.0,Any,Any,Contribution: update dnspython required versions to allow latest 2.6.1
168,114926,https://bugs.mysql.com/bug.php?id=114926,2024-05-08 20:19:00,2025-09-03 17:01:00,Connector / Python,Closed(20 days),S3,8.4.0,Any,Any,Contribution: Add Connection Pooling Support for AsyncIO Connector
169,114903,https://bugs.mysql.com/bug.php?id=114903,2024-05-07 07:22:00,2025-06-02 10:09:00,MySQL Server: InnoDB storage engine,Closed(113 days),S5,8.4.0,Any,Any,MySQL 8.4.0 is 10% slower for write workloads than MySQL 8.0.37
170,114897,https://bugs.mysql.com/bug.php?id=114897,2024-05-06 16:18:00,2025-02-07 13:58:00,MySQL Server: JSON,Closed(229 days),S3,8.0,Any,Any,json_table and exists make a bug
171,114857,https://bugs.mysql.com/bug.php?id=114857,2024-05-02 18:09:00,2025-09-09 09:55:00,Connector / Python,Closed(376 days),S3,8.0,Any,Any,Contribution: Update charset/collation description indicate this is 16-bits ...
172,114836,https://bugs.mysql.com/bug.php?id=114836,2024-05-01 10:36:00,2024-07-02 16:45:00,MySQL Server: Installing,Closed(452 days),S2,MySQL 8.4.0,MacOS (macOS 14.4.1),ARM,Couldn't load plugin named 'keyring_file' with soname 'keyring_file.so'
173,114832,https://bugs.mysql.com/bug.php?id=114832,2024-05-01 07:21:00,2024-06-24 22:34:00,Connector / Python,Closed(456 days),S1,8.4.0,Any,Any,Collation set on connect is ignored
174,114823,https://bugs.mysql.com/bug.php?id=114823,2024-04-30 09:59:00,2024-06-14 09:36:00,MySQL Server: Packaging,Closed(466 days),S3,8.0.37,Fedora (Fedora 40),Any,Dependency issue with installing MySQL 80.37/8.4.0/ on Fedora 40
175,114817,https://bugs.mysql.com/bug.php?id=114817,2024-04-29 14:43:00,2024-05-02 04:12:00,Connector / Python,Closed(511 days),S3,,Any,Any,callproc cannot call proc from another database
176,114815,https://bugs.mysql.com/bug.php?id=114815,2024-04-29 12:15:00,2025-01-10 11:43:00,Shell Upgrade Checker,Closed(286 days),S3,8.0.36,Any,Any,Prepared statement in stored procedure - error on util.checkForServerUpgrade
177,114800,https://bugs.mysql.com/bug.php?id=114800,2024-04-26 17:11:00,2024-06-13 21:57:00,Connector / J,Closed(467 days),S3,8.3.0,Any,Any,wrong code by an old patch
178,114769,https://bugs.mysql.com/bug.php?id=114769,2024-04-24 22:52:00,2024-06-12 10:05:00,MySQL Server: Charsets,Closed(469 days),S3,8.0,Any,Any,Character set changing unexpectedly
179,114707,https://bugs.mysql.com/bug.php?id=114707,2024-04-19 15:16:00,2024-07-02 19:41:00,Shell General / Core Client,Closed(470 days),S3,8.3.0,CentOS (CentOS Stream 8),x86 (Intel(R) Xeon(R) Silver 411),collect_diagnostics() fails with AttributeError when handling None diff values
180,114705,https://bugs.mysql.com/bug.php?id=114705,2024-04-19 14:32:00,2024-10-07 09:23:00,Connector / J,Closed(354 days),S3,8.0,Any,Any,Contribution: make trustStorePassword be null if this.trustStoreSettings.ke ...
181,114660,https://bugs.mysql.com/bug.php?id=114660,2024-04-16 21:37:00,2024-05-21 10:07:00,MySQL Server: InnoDB storage engine,Closed(491 days),S3,8.3,Any,Any,miss notification when write larger than 1MB size data
182,114594,https://bugs.mysql.com/bug.php?id=114594,2024-04-09 09:48:00,2024-07-18 21:11:00,MySQL Router,Closed(441 days),S3,8.2.0,CentOS,ARM,Read only issue while switching the primary node in innodb cluster
183,114589,https://bugs.mysql.com/bug.php?id=114589,2024-04-09 03:32:00,2024-08-07 15:28:00,MySQL Server: Optimizer,Closed(412 days),S3,8.0,Any,Any,Incorrect results when using distinct and order by and derived table
184,114549,https://bugs.mysql.com/bug.php?id=114549,2024-04-04 10:15:00,2024-06-13 21:51:00,MySQL Server: DML,Closed(467 days),S3,"8.3, 8.0.36",Ubuntu,Any,"CAST from DOUBLE to INTEGER sometimes returns 1, sometimes 2"
185,114513,https://bugs.mysql.com/bug.php?id=114513,2024-03-29 10:59:00,2025-02-25 22:13:00,MySQL Workbench,Closed(210 days),S3,"8.0.33,8.0.34",MacOS,x86,incompatible version with Monterey.
186,114509,https://bugs.mysql.com/bug.php?id=114509,2024-03-29 02:58:00,2024-06-14 21:24:00,MySQL Server: DML,Closed(466 days),S2,"8.0, 8.0.11, 8.0.36, 8.3.0",Any,Any,Behavior in 8.0 differs from 5.7
187,114507,https://bugs.mysql.com/bug.php?id=114507,2024-03-28 14:45:00,2024-07-20 14:16:00,MySQL Server: Security: Audit,Closed(430 days),S3,8.0,Any,Any,Contribution: fix stale comment in my_command.h
188,114475,https://bugs.mysql.com/bug.php?id=114475,2024-03-25 15:24:00,2024-05-15 10:12:00,MySQL Server: InnoDB storage engine,Closed(502 days),S5,8.0.35,Windows (11),x86 (32GB),COUNT(1) vs SUM of partial counts
189,114470,https://bugs.mysql.com/bug.php?id=114470,2024-03-25 05:48:00,2024-12-18 02:10:00,Connector / ODBC,Closed(279 days),S2,8.3.0,Windows (Windows Server 2022 Datacenter),Any,returned data that does not match expected data length for column
190,114465,https://bugs.mysql.com/bug.php?id=114465,2024-03-24 06:32:00,2024-08-29 22:44:00,MySQL Server: DDL,Closed(390 days),S5,"8.0.36, 8.3.0",Any,Any,Regression in 8.0.27+ related to Parallel DDL IO Amplification
191,114457,https://bugs.mysql.com/bug.php?id=114457,2024-03-22 15:06:00,2024-12-19 00:46:00,Connector / NET,Closed(278 days),S3,8.0,Any,Any,Contribution: Fixed NullReferenceException
192,114423,https://bugs.mysql.com/bug.php?id=114423,2024-03-20 05:18:00,2024-04-24 08:42:00,Shell Upgrade Checker,Closed(517 days),S3,8.0.35,Any,Any,upgrade check utility - get_reserved_keywords_check not working as expected
193,114420,https://bugs.mysql.com/bug.php?id=114420,2024-03-20 01:22:00,2025-04-29 06:38:00,MySQL Server: InnoDB storage engine,Closed(295 days),S5,8.0.36,Any,Any,ALTER TABLE operation with Inplace algorithm is slower in 8.0
194,114410,https://bugs.mysql.com/bug.php?id=114410,2024-03-19 14:44:00,2024-10-12 00:36:00,Connector / J,Closed(354 days),S3,8.3.0,Any,Any,Code performance issue
195,114404,https://bugs.mysql.com/bug.php?id=114404,2024-03-19 11:49:00,2024-08-05 18:09:00,MySQL Server: DML,Closed(414 days),S3,8.3.0,Linux (Ubuntu 22.04),x86 (x86_64),Missing time_zone function
196,114347,https://bugs.mysql.com/bug.php?id=114347,2024-03-14 08:53:00,2024-09-13 16:11:00,Shell General / Core Client,Closed(375 days),S3,8.0.36,Any,Any,mysqlsh upgrade utility is reporting that views using the NOW() function
197,114272,https://bugs.mysql.com/bug.php?id=114272,2024-03-08 00:02:00,2024-07-02 19:38:00,Connector / NET,Closed(560 days),S3,8.0,Any,Any,Contribution: Fix deadlock in mysql poolmanager attempt #2
198,114255,https://bugs.mysql.com/bug.php?id=114255,2024-03-07 07:29:00,2024-06-18 01:03:00,MySQL Server: Installing,Closed(462 days),S3,8.0.34/35,Linux,ARM (el8),Install Community Edition 8.0.34/35glibc2.28-arm Version error
199,114235,https://bugs.mysql.com/bug.php?id=114235,2024-03-06 05:06:00,2024-06-18 10:11:00,MySQL Server: Stored Routines,Closed(463 days),S1,"8.0.22, 8.0.36",Any (Windows 2012 R2 Datacenter),x86,DETERMINISTIC FUNCTIONS can return incorrect results
200,114200,https://bugs.mysql.com/bug.php?id=114200,2024-03-04 06:44:00,2024-06-14 00:39:00,MySQL Server: InnoDB storage engine,Closed(466 days),S3,"8.0, 8.0.36",Any,Any,Incorrect result of getting data from a spatial index on column with SRID
201,114196,https://bugs.mysql.com/bug.php?id=114196,2024-03-04 02:49:00,2025-02-17 21:28:00,MySQL Server: DML,Closed(469 days),S2,8.0.35,Any,Any,Incorrect query result caused by comparing decimal and float type value
202,114156,https://bugs.mysql.com/bug.php?id=114156,2024-02-28 11:52:00,2024-07-02 19:25:00,MySQL Server: FULLTEXT search,Closed(540 days),S3,8.0.36,Any,Any,Contribution by Tencent: fts_sync_commit is not crash safe
203,114154,https://bugs.mysql.com/bug.php?id=114154,2024-02-28 09:57:00,2024-07-02 19:29:00,MySQL Server: InnoDB storage engine,Closed(466 days),S5,8.0.36,Any,Any,Parallel read is slow after parition table is read in parallel
204,114147,https://bugs.mysql.com/bug.php?id=114147,2024-02-27 18:10:00,2024-07-02 19:28:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(483 days),S3,8.0,Any,Any,Contribution: [RONDB-620] Foreign key column ordering mismatch
205,114127,https://bugs.mysql.com/bug.php?id=114127,2024-02-26 20:11:00,2024-07-02 19:40:00,MySQL Server: Document Store: MySQL Shell,Closed(474 days),S3,8.0,Any,Any,Contribution: Fix handling of table/schema names containing non-ASCII chara ...
206,114064,https://bugs.mysql.com/bug.php?id=114064,2024-02-20 12:45:00,2024-05-02 18:35:00,MySQL Server: Compiling,Closed(509 days),S3,8.0,Any,Any,"Contribution: Unified behaviour when calling \""plugin->deinit\"" for all plu ..."
